,leaderboardId,songId,cover,fullCover,name,subName,author,mapper,bpm,duration,stars,passRating,accRating,techRating,modifiersRating,difficultyName,type,starsMod,passRatingMod,accRatingMod,techRatingMod
6781,2c9d7912,2c9d7,https://eu.cdn.beatsaver.com/7ca38587a821f01e6ab838286a842b911bb07b25.jpg,https://cdn.assets.beatleader.xyz/songcover-2c9d7-cover.png,Bones,,Imagine Dragons,Taddus,114.0,164,6.7218304,3.3107784,8.647826,5.667853,"{'id': 1274029, 'ssPredictedAcc': 0.98143756, 'ssPassRating': 2.608055, 'ssAccRating': 7.9509687, 'ssTechRating': 4.9290977, 'ssStars': 5.861405, 'fsPredictedAcc': 0.9768687, 'fsPassRating': 3.3107784, 'fsAccRating': 8.647826, 'fsTechRating': 5.667853, 'fsStars': 6.7218304, 'sfPredictedAcc': 0.97251, 'sfPassRating': 3.3107784, 'sfAccRating': 8.647826, 'sfTechRating': 5.667853, 'sfStars': 6.7218304, 'bfsPredictedAcc': 0.9772863, 'bfsPassRating': 4.2740426, 'bfsAccRating': 9.423896, 'bfsTechRating': 6.4345546, 'bfsStars': 7.756049, 'bsfPredictedAcc': 0.97381175, 'bsfPassRating': 5.7378044, 'bsfAccRating': 10.477353, 'bsfTechRating': 7.213495, 'bsfStars': 9.226826}",ExpertPlus,Unknown,6.7218304,3.3107784,8.647826,5.667853
6784,2dd6cxx92,2dd6c,https://cdn.beatsaver.com/90f11843fe54fb66296ec69908fcf53080ef197b.jpg,https://cdn.assets.beatleader.xyz/songcover-2dd6cxx-RAVE.jpg,Bomb The Rave,(feat. Numb-'n-'dub),Srav3R,Blackjack,170.0,220,12.15221,7.2772136,12.015161,13.573008,"{'id': 1100579, 'ssPredictedAcc': 0.97002155, 'ssPassRating': 6.0303435, 'ssAccRating': 11.464133, 'ssTechRating': 12.903778, 'ssStars': 11.105284, 'fsPredictedAcc': 0.9642101, 'fsPassRating': 8.945392, 'fsAccRating': 12.582835, 'fsTechRating': 14.172098, 'fsStars': 13.3991585, 'sfPredictedAcc': 0.9600208, 'sfPassRating': 11.929925, 'sfAccRating': 13.270647, 'sfTechRating': 15.325058, 'sfStars': 15.473374, 'bfsPredictedAcc': 0.9639094, 'bfsPassRating': 8.789849, 'bfsAccRating': 12.639596, 'bfsTechRating': 12.945318, 'bfsStars': 13.185304, 'bsfPredictedAcc': 0.9595991, 'bsfPassRating': 11.296555, 'bsfAccRating': 13.336319, 'bsfTechRating': 13.501486, 'bsfStars': 14.947896}",ExpertPlus,Tech,12.15221,7.2772136,12.015161,13.573008
6785,243f51,243f,https://eu.cdn.beatsaver.com/d0b80c6f3b072791779d39a2bc637719b6e99250.jpg,https://cdn.assets.beatleader.xyz/songcover-243f-cover.jpg,Bomb Rush Blush (Smash Ultimate Mix),Tomoya Ohtani,Todokete,todokete,175.0,81,2.4619102,0.79329336,4.4717746,1.7870327,"{'id': 7808, 'ssPredictedAcc': 0.99170643, 'ssPassRating': 0.6061483, 'ssAccRating': 4.2341466, 'ssTechRating': 1.2916169, 'ssStars': 2.2006512, 'fsPredictedAcc': 0.99016833, 'fsPassRating': 1.0632132, 'fsAccRating': 4.8152, 'fsTechRating': 2.1054316, 'fsStars': 2.797621, 'sfPredictedAcc': 0.988783, 'sfPassRating': 1.5122652, 'sfAccRating': 5.14982, 'sfTechRating': 2.774876, 'sfStars': 3.2230756, 'bfsPredictedAcc': 0.9903506, 'bfsPassRating': 0.94726014, 'bfsAccRating': 4.6060824, 'bfsTechRating': 1.8355807, 'bfsStars': 2.5973783, 'bsfPredictedAcc': 0.98923916, 'bsfPassRating': 1.3450559, 'bsfAccRating': 4.9810104, 'bsfTechRating': 2.4481802, 'bsfStars': 3.0249708}",Hard,Accuracy,2.4619102,0.79329336,4.4717746,1.7870327
6786,243f71,243f,https://eu.cdn.beatsaver.com/d0b80c6f3b072791779d39a2bc637719b6e99250.jpg,https://cdn.assets.beatleader.xyz/songcover-243f-cover.jpg,Bomb Rush Blush (Smash Ultimate Mix),Tomoya Ohtani,Todokete,todokete,175.0,81,5.2764516,2.8029275,6.888369,6.227089,"{'id': 7809, 'ssPredictedAcc': 0.98578763, 'ssPassRating': 2.2184954, 'ssAccRating': 6.418517, 'ssTechRating': 5.19425, 'ssStars': 4.623674, 'fsPredictedAcc': 0.98271376, 'fsPassRating': 3.6040616, 'fsAccRating': 7.587055, 'fsTechRating': 6.9386816, 'fsStars': 6.1424985, 'sfPredictedAcc': 0.98013014, 'sfPassRating': 4.8656316, 'sfAccRating': 8.452678, 'sfTechRating': 8.237121, 'sfStars': 7.3983693, 'bfsPredictedAcc': 0.9828209, 'bfsPassRating': 3.4644682, 'bfsAccRating': 7.4646363, 'bfsTechRating': 6.766699, 'bfsStars': 5.982195, 'bsfPredictedAcc': 0.9805256, 'bsfPassRating': 4.6481075, 'bsfAccRating': 8.305898, 'bsfTechRating': 7.7733984, 'bsfStars': 7.144371}",Expert,Tech,5.2764516,2.8029275,6.888369,6.227089
6787,243f91,243f,https://eu.cdn.beatsaver.com/d0b80c6f3b072791779d39a2bc637719b6e99250.jpg,https://cdn.assets.beatleader.xyz/songcover-243f-cover.jpg,Bomb Rush Blush (Smash Ultimate Mix),Tomoya Ohtani,Todokete,todokete,175.0,81,8.428234,6.1392274,9.397835,7.2082887,"{'id': 7810, 'ssPredictedAcc': 0.9797414, 'ssPassRating': 4.984314, 'ssAccRating': 8.628011, 'ssTechRating': 6.540072, 'ssStars': 7.327092, 'fsPredictedAcc': 0.9740186, 'fsPassRating': 7.661936, 'fsAccRating': 10.418342, 'fsTechRating': 7.432866, 'fsStars': 9.848965, 'sfPredictedAcc': 0.9683469, 'sfPassRating': 10.660124, 'sfAccRating': 11.821198, 'sfTechRating': 8.032841, 'sfStars': 12.31858, 'bfsPredictedAcc': 0.97437173, 'bfsPassRating': 7.577306, 'bfsAccRating': 10.319128, 'bfsTechRating': 7.653519, 'bfsStars': 9.767653, 'bsfPredictedAcc': 0.9697986, 'bsfPassRating': 10.025205, 'bsfAccRating': 11.510418, 'bsfTechRating': 8.192877, 'bsfStars': 11.811524}",ExpertPlus,Tech,8.428234,6.1392274,9.397835,7.2082887
6790,a7971,a79,https://eu.cdn.beatsaver.com/1dfe69e34c2f5b778fd807689249e8f1454cc79c.jpg,https://cdn.assets.beatleader.xyz/songcover-a79-cover.jpg,Boku no Pico,Opening Theme,???,squeaksies,132.0,102,5.5903573,4.327187,6.7885017,5.9944944,"{'id': 8741, 'ssPredictedAcc': 0.9862355, 'ssPassRating': 3.4947634, 'ssAccRating': 6.23988, 'ssTechRating': 5.22564, 'ssStars': 4.839851, 'fsPredictedAcc': 0.9829565, 'fsPassRating': 5.4414105, 'fsAccRating': 7.4930925, 'fsTechRating': 6.346198, 'fsStars': 6.514455, 'sfPredictedAcc': 0.9807123, 'sfPassRating': 7.3336887, 'sfAccRating': 8.23069, 'sfTechRating': 6.9992785, 'sfStars': 7.7968593, 'bfsPredictedAcc': 0.98283964, 'bfsPassRating': 5.12586, 'bfsAccRating': 7.456414, 'bfsTechRating': 6.55093, 'bfsStars': 6.421826, 'bsfPredictedAcc': 0.9803314, 'bsfPassRating': 6.724352, 'bsfAccRating': 8.385612, 'bsfTechRating': 7.1419573, 'bsfStars': 7.752698}",Expert,Tech,5.5903573,4.327187,6.7885017,5.9944944
6793,26e4e11,26e4e,https://eu.cdn.beatsaver.com/f92b703ac8007ce87239d608e0c62f8718dcd1b1.jpg,https://cdn.assets.beatleader.xyz/songcover-26e4e-cover.jpg,Body Bag,,I Prevail,Bytrius,210.0,199,3.2021012,1.975533,5.150698,1.6169401,"{'id': 7925, 'ssPredictedAcc': 0.99003375, 'ssPassRating': 1.5420218, 'ssAccRating': 4.85743, 'ssTechRating': 1.2317408, 'ssStars': 2.848525, 'fsPredictedAcc': 0.9879027, 'fsPassRating': 2.578987, 'fsAccRating': 5.643771, 'fsTechRating': 1.765201, 'fsStars': 3.715197, 'sfPredictedAcc': 0.98583186, 'sfPassRating': 3.5430186, 'sfAccRating': 6.282828, 'sfTechRating': 2.11036, 'sfStars': 4.4695983, 'bfsPredictedAcc': 0.9882133, 'bfsPassRating': 2.5847065, 'bfsAccRating': 5.3774304, 'bfsTechRating': 1.755754, 'bfsStars': 3.529377, 'bsfPredictedAcc': 0.9866972, 'bsfPassRating': 3.5188022, 'bsfAccRating': 5.9408813, 'bsfTechRating': 2.0973642, 'bsfStars': 4.212427}",Easy,Accuracy,3.2021012,1.975533,5.150698,1.6169401
6795,26e4e31,26e4e,https://eu.cdn.beatsaver.com/f92b703ac8007ce87239d608e0c62f8718dcd1b1.jpg,https://cdn.assets.beatleader.xyz/songcover-26e4e-cover.jpg,Body Bag,,I Prevail,Bytrius,210.0,199,3.877763,2.3918471,5.8965836,2.0198793,"{'id': 7926, 'ssPredictedAcc': 0.9884064, 'ssPassRating': 1.8691332, 'ssAccRating': 5.4352717, 'ssTechRating': 1.5736423, 'ssStars': 3.3638408, 'fsPredictedAcc': 0.9854175, 'fsPassRating': 3.11734, 'fsAccRating': 6.5742393, 'fsTechRating': 2.1900103, 'fsStars': 4.5814695, 'sfPredictedAcc': 0.98251194, 'sfPassRating': 4.2696357, 'sfAccRating': 7.5698857, 'sfTechRating': 2.5603607, 'sfStars': 5.700781, 'bfsPredictedAcc': 0.98578006, 'bfsPassRating': 3.0933163, 'bfsAccRating': 6.3045545, 'bfsTechRating': 2.1784592, 'bfsStars': 4.3756876, 'bsfPredictedAcc': 0.98360056, 'bsfPassRating': 4.207598, 'bsfAccRating': 7.136797, 'bsfTechRating': 2.5503438, 'bsfStars': 5.3485394}",Normal,Accuracy,3.877763,2.3918471,5.8965836,2.0198793
6796,26e4e51,26e4e,https://eu.cdn.beatsaver.com/f92b703ac8007ce87239d608e0c62f8718dcd1b1.jpg,https://cdn.assets.beatleader.xyz/songcover-26e4e-cover.jpg,Body Bag,,I Prevail,Bytrius,210.0,199,5.114752,3.1248453,7.1853156,2.7452416,"{'id': 7927, 'ssPredictedAcc': 0.9853859, 'ssPassRating': 2.4769285, 'ssAccRating': 6.5878882, 'ssTechRating': 2.2305622, 'ssStars': 4.4259415, 'fsPredictedAcc': 0.9813209, 'fsPassRating': 4.0084968, 'fsAccRating': 8.063791, 'fsTechRating': 2.9208949, 'fsStars': 6.063574, 'sfPredictedAcc': 0.97742546, 'sfPassRating': 5.389169, 'sfAccRating': 9.381897, 'sfTechRating': 3.2920513, 'sfStars': 7.5897603, 'bfsPredictedAcc': 0.9818187, 'bfsPassRating': 3.8982637, 'bfsAccRating': 7.8114724, 'bfsTechRating': 2.7936678, 'bfsStars': 5.8168445, 'bsfPredictedAcc': 0.9789486, 'bsfPassRating': 5.2809377, 'bsfAccRating': 8.8485985, 'bsfTechRating': 3.2020202, 'bsfStars': 7.1049814}",Hard,Midspeed,5.114752,3.1248453,7.1853156,2.7452416
6797,26e4e71,26e4e,https://eu.cdn.beatsaver.com/f92b703ac8007ce87239d608e0c62f8718dcd1b1.jpg,https://cdn.assets.beatleader.xyz/songcover-26e4e-cover.jpg,Body Bag,,I Prevail,Bytrius,210.0,199,6.85038,6.233411,8.167882,3.2768009,"{'id': 7928, 'ssPredictedAcc': 0.9830988, 'ssPassRating': 5.1036086, 'ssAccRating': 7.4338284, 'ssTechRating': 2.8868678, 'ssStars': 5.877142, 'fsPredictedAcc': 0.9779364, 'fsPassRating': 7.71685, 'fsAccRating': 9.243743, 'fsTechRating': 3.256439, 'fsStars': 8.20666, 'sfPredictedAcc': 0.97243285, 'sfPassRating': 10.658171, 'sfAccRating': 10.864118, 'sfTechRating': 3.3924842, 'sfStars': 10.683575, 'bfsPredictedAcc': 0.97860646, 'bfsPassRating': 7.7237735, 'bfsAccRating': 8.970257, 'bfsTechRating': 3.1068804, 'bfsStars': 7.9563446, 'bsfPredictedAcc': 0.9746249, 'bsfPassRating': 10.176598, 'bsfAccRating': 10.249156, 'bsfTechRating': 3.3303022, 'bsfStars': 9.94554}",Expert,Midspeed,6.85038,6.233411,8.167882,3.2768009
6799,26e4e91,26e4e,https://eu.cdn.beatsaver.com/f92b703ac8007ce87239d608e0c62f8718dcd1b1.jpg,https://cdn.assets.beatleader.xyz/songcover-26e4e-cover.jpg,Body Bag,,I Prevail,Bytrius,210.0,199,8.739144,7.2867126,9.848112,4.3071237,"{'id': 7929, 'ssPredictedAcc': 0.97874475, 'ssPassRating': 5.9897833, 'ssAccRating': 8.957236, 'ssTechRating': 3.8934968, 'ssStars': 7.512316, 'fsPredictedAcc': 0.97158754, 'fsPassRating': 8.980791, 'fsAccRating': 11.072918, 'fsTechRating': 4.2733245, 'fsStars': 10.389287, 'sfPredictedAcc': 0.9638272, 'sfPassRating': 12.578609, 'sfAccRating': 12.655193, 'sfTechRating': 4.3968816, 'sfStars': 13.273182, 'bfsPredictedAcc': 0.97239393, 'bfsPassRating': 8.95583, 'bfsAccRating': 10.873564, 'bfsTechRating': 4.2294636, 'bfsStars': 10.196035, 'bsfPredictedAcc': 0.96662384, 'bsfPassRating': 11.759912, 'bsfAccRating': 12.14512, 'bsfTechRating': 4.4871893, 'bsfStars': 12.469135}",ExpertPlus,Midspeed,8.739144,7.2867126,9.848112,4.3071237
6802,327f7x91,327f7,https://na.cdn.beatsaver.com/e6dc1af5b6fb943f2f38826e7d616a0de9dd9f42.jpg,https://cdn.assets.beatleader.xyz/songcover-327f7x-cover.jpg,Bocca Della Verita,(Ado Cover),Hiiragi Kirai,AllPoland,170.0,202,9.8815975,5.2970457,11.010291,9.321401,"{'id': 1066720, 'ssPredictedAcc': 0.97402495, 'ssPassRating': 4.27473, 'ssAccRating': 10.416529, 'ssTechRating': 8.547279, 'ssStars': 8.91862, 'fsPredictedAcc': 0.9689224, 'fsPassRating': 6.6839266, 'fsAccRating': 11.696017, 'fsTechRating': 10.053937, 'fsStars': 11.07403, 'sfPredictedAcc': 0.96431834, 'sfPassRating': 9.144108, 'sfAccRating': 12.562533, 'sfTechRating': 11.1833315, 'sfStars': 12.949792, 'bfsPredictedAcc': 0.96913046, 'bfsPassRating': 6.556525, 'bfsAccRating': 11.651406, 'bfsTechRating': 10.786125, 'bfsStars': 11.109129, 'bsfPredictedAcc': 0.9652774, 'bsfPassRating': 8.644176, 'bsfAccRating': 12.385462, 'bsfTechRating': 11.578512, 'bsfStars': 12.661876}",ExpertPlus,Tech,9.8815975,5.2970457,11.010291,9.321401
6806,3b838xxxxxx91,3b838,https://cdn.beatsaver.com/4b449e118399723e0022efb0dfab5fe3dcba303a.jpg,https://cdn.assets.beatleader.xyz/songcover-3b838xxxxxx-full.webp,Bluenation,,yaseta,Dr_Marc,180.0,324,10.664753,7.202443,11.509826,7.4600415,"{'id': 1283648, 'ssPredictedAcc': 0.9726465, 'ssPassRating': 5.8716383, 'ssAccRating': 10.812595, 'ssTechRating': 7.050327, 'ssStars': 9.536369, 'fsPredictedAcc': 0.9658908, 'fsPassRating': 8.949474, 'fsAccRating': 12.274788, 'fsTechRating': 7.7824464, 'fsStars': 12.039934, 'sfPredictedAcc': 0.95938027, 'sfPassRating': 12.045825, 'sfAccRating': 13.370656, 'sfTechRating': 8.395251, 'sfStars': 14.411979, 'bfsPredictedAcc': 0.96617043, 'bfsPassRating': 8.949474, 'bfsAccRating': 12.2249975, 'bfsTechRating': 7.7824464, 'bfsStars': 11.994053, 'bsfPredictedAcc': 0.9607577, 'bsfPassRating': 11.571466, 'bsfAccRating': 13.157422, 'bsfTechRating': 8.0646515, 'bsfStars': 13.950618}",ExpertPlus,Tech,10.664753,7.202443,11.509826,7.4600415
6808,39660xxxx51,39660,https://cdn.beatsaver.com/4db2c6d3b760bd379c40d439e86b0974b281cb21.jpg,https://cdn.assets.beatleader.xyz/songcover-39660xxxx-full.webp,Blue Youth,,Hikarinonakani,"Cratornugget, LackWiz",200.0,112,5.6469626,3.106229,7.7238035,3.6542127,"{'id': 1203387, 'ssPredictedAcc': 0.9836059, 'ssPassRating': 2.478609, 'ssAccRating': 7.134622, 'ssTechRating': 3.1882226, 'ssStars': 4.95965, 'fsPredictedAcc': 0.98004013, 'fsPassRating': 3.958718, 'fsAccRating': 8.481589, 'fsTechRating': 4.1484175, 'fsStars': 6.556467, 'sfPredictedAcc': 0.97668725, 'sfPassRating': 5.459616, 'sfAccRating': 9.60905, 'sfTechRating': 4.859439, 'sfStars': 8.036239, 'bfsPredictedAcc': 0.9804346, 'bfsPassRating': 3.958718, 'bfsAccRating': 8.343083, 'bfsTechRating': 4.1484175, 'bfsStars': 6.4457073, 'bsfPredictedAcc': 0.97785646, 'bsfPassRating': 5.249631, 'bsfAccRating': 9.249024, 'bsfTechRating': 4.6725373, 'bsfStars': 7.6429415}",Hard,Midspeed,5.6469626,3.106229,7.7238035,3.6542127
6811,39660xxxx91,39660,https://cdn.beatsaver.com/4db2c6d3b760bd379c40d439e86b0974b281cb21.jpg,https://cdn.assets.beatleader.xyz/songcover-39660xxxx-full.webp,Blue Youth,,Hikarinonakani,"Cratornugget, LackWiz",200.0,112,7.218378,5.8219137,8.513728,4.721421,"{'id': 1203388, 'ssPredictedAcc': 0.9821985, 'ssPassRating': 4.7455845, 'ssAccRating': 7.677237, 'ssTechRating': 4.383164, 'ssStars': 6.1770988, 'fsPredictedAcc': 0.9767991, 'fsPassRating': 7.356282, 'fsAccRating': 9.573943, 'fsTechRating': 5.0958395, 'fsStars': 8.649022, 'sfPredictedAcc': 0.971508, 'sfPassRating': 9.975723, 'sfAccRating': 11.092971, 'sfTechRating': 5.6259146, 'sfStars': 10.992278, 'bfsPredictedAcc': 0.9773289, 'bfsPassRating': 7.2404356, 'bfsAccRating': 9.411001, 'bfsTechRating': 5.01559, 'bfsStars': 8.459796, 'bsfPredictedAcc': 0.97319394, 'bsfPassRating': 9.556184, 'bsfAccRating': 10.657621, 'bsfTechRating': 5.389311, 'bsfStars': 10.407541}",ExpertPlus,Midspeed,7.218378,5.8219137,8.513728,4.721421
6816,3c3dfx11,3c3df,https://cdn.beatsaver.com/8b5c705929eba222205a894bd93edf6b57ca8fec.jpg,https://cdn.assets.beatleader.xyz/songcover-3c3dfx-full.webp,Blue Heart,,IVE,"Lalahti, Danny",155.0,189,2.0792584,0.731603,4.0792785,0.732947,"{'id': 1216601, 'ssPredictedAcc': 0.99234277, 'ssPassRating': 0.5529526, 'ssAccRating': 3.8766067, 'ssTechRating': 0.5702537, 'ssStars': 1.886338, 'fsPredictedAcc': 0.99089456, 'fsPassRating': 0.99366826, 'fsAccRating': 4.3809943, 'fsTechRating': 0.9545878, 'fsStars': 2.3644834, 'sfPredictedAcc': 0.9896496, 'sfPassRating': 1.4269606, 'sfAccRating': 4.8383074, 'sfTechRating': 1.2807695, 'sfStars': 2.8120449, 'bfsPredictedAcc': 0.99116343, 'bfsPassRating': 0.99366826, 'bfsAccRating': 4.277662, 'bfsTechRating': 0.9545878, 'bfsStars': 2.299262, 'bsfPredictedAcc': 0.9903726, 'bsfPassRating': 1.4269606, 'bsfAccRating': 4.5965247, 'bsfTechRating': 1.2807695, 'bsfStars': 2.6537488}",Easy,Accuracy,2.0792584,0.731603,4.0792785,0.732947
6819,3c3dfx31,3c3df,https://cdn.beatsaver.com/8b5c705929eba222205a894bd93edf6b57ca8fec.jpg,https://cdn.assets.beatleader.xyz/songcover-3c3dfx-full.webp,Blue Heart,,IVE,"Lalahti, Danny",155.0,189,2.9486284,1.8681117,4.8551316,1.3899832,"{'id': 1216602, 'ssPredictedAcc': 0.99059296, 'ssPassRating': 1.4670037, 'ssAccRating': 4.503004, 'ssTechRating': 1.1604284, 'ssStars': 2.5892565, 'fsPredictedAcc': 0.988265, 'fsPassRating': 2.4242575, 'fsAccRating': 5.355962, 'fsTechRating': 1.6611125, 'fsStars': 3.462041, 'sfPredictedAcc': 0.9861379, 'sfPassRating': 3.3174455, 'sfAccRating': 6.157469, 'sfTechRating': 2.012202, 'sfStars': 4.3057146, 'bfsPredictedAcc': 0.98858964, 'bfsPassRating': 2.4242575, 'bfsAccRating': 5.2248735, 'bfsTechRating': 1.6611125, 'bfsStars': 3.3716738, 'bsfPredictedAcc': 0.9870486, 'bsfPassRating': 3.2845995, 'bsfAccRating': 5.812411, 'bsfTechRating': 1.9922793, 'bsfStars': 4.0454426}",Normal,Accuracy,2.9486284,1.8681117,4.8551316,1.3899832
6820,3c3dfx51,3c3df,https://cdn.beatsaver.com/8b5c705929eba222205a894bd93edf6b57ca8fec.jpg,https://cdn.assets.beatleader.xyz/songcover-3c3dfx-full.webp,Blue Heart,,IVE,"Lalahti, Danny",155.0,189,4.411028,2.300042,6.515959,2.8779275,"{'id': 1216603, 'ssPredictedAcc': 0.98655236, 'ssPassRating': 1.8163725, 'ssAccRating': 5.995497, 'ssTechRating': 2.44254, 'ssStars': 3.8499982, 'fsPredictedAcc': 0.98362714, 'fsPassRating': 2.9650102, 'fsAccRating': 7.1261134, 'fsTechRating': 3.371818, 'fsStars': 5.1115136, 'sfPredictedAcc': 0.9809902, 'sfPassRating': 4.083385, 'sfAccRating': 8.121218, 'sfTechRating': 4.042024, 'sfStars': 6.2897615, 'bfsPredictedAcc': 0.983972, 'bfsPassRating': 2.9650102, 'bfsAccRating': 6.990512, 'bfsTechRating': 3.371818, 'bfsStars': 5.009168, 'bsfPredictedAcc': 0.98197335, 'bsfPassRating': 3.9837904, 'bsfAccRating': 7.7562594, 'bsfTechRating': 3.9434383, 'bsfStars': 5.959527}",Hard,Accuracy,4.411028,2.300042,6.515959,2.8779275
6822,3c3dfx71,3c3df,https://cdn.beatsaver.com/8b5c705929eba222205a894bd93edf6b57ca8fec.jpg,https://cdn.assets.beatleader.xyz/songcover-3c3dfx-full.webp,Blue Heart,,IVE,"Lalahti, Danny",155.0,189,5.6148376,3.9075496,7.328659,4.0121427,"{'id': 1216604, 'ssPredictedAcc': 0.9849157, 'ssPassRating': 3.116171, 'ssAccRating': 6.644538, 'ssTechRating': 3.56276, 'ssStars': 4.8165607, 'fsPredictedAcc': 0.9805699, 'fsPassRating': 4.975379, 'fsAccRating': 8.287949, 'fsTechRating': 4.4567165, 'fsStars': 6.7422843, 'sfPredictedAcc': 0.97625333, 'sfPassRating': 6.835867, 'sfAccRating': 9.747792, 'sfTechRating': 5.079691, 'sfStars': 8.624343, 'bfsPredictedAcc': 0.98102033, 'bfsPassRating': 4.975379, 'bfsAccRating': 8.109534, 'bfsTechRating': 4.4567165, 'bfsStars': 6.5987616, 'bsfPredictedAcc': 0.97765636, 'bsfPassRating': 6.572949, 'bsfAccRating': 9.313025, 'bsfTechRating': 4.8843184, 'bsfStars': 8.141128}",Expert,Midspeed,5.6148376,3.9075496,7.328659,4.0121427
6823,3c3dfx91,3c3df,https://cdn.beatsaver.com/8b5c705929eba222205a894bd93edf6b57ca8fec.jpg,https://cdn.assets.beatleader.xyz/songcover-3c3dfx-full.webp,Blue Heart,,IVE,"Lalahti, Danny",155.0,189,7.8627453,4.874353,9.41341,5.9902134,"{'id': 1216605, 'ssPredictedAcc': 0.9797496, 'ssPassRating': 3.9180324, 'ssAccRating': 8.576267, 'ssTechRating': 5.4430647, 'ssStars': 6.8082867, 'fsPredictedAcc': 0.9739408, 'fsPassRating': 6.176991, 'fsAccRating': 10.440462, 'fsTechRating': 6.5199933, 'fsStars': 9.228807, 'sfPredictedAcc': 0.9683605, 'sfPassRating': 8.48693, 'sfAccRating': 11.818213, 'sfTechRating': 7.3170567, 'sfStars': 11.374817, 'bfsPredictedAcc': 0.9744039, 'bfsPassRating': 6.1523814, 'bfsAccRating': 10.310181, 'bfsTechRating': 6.494017, 'bfsStars': 9.103991, 'bsfPredictedAcc': 0.9699608, 'bsfPassRating': 8.14504, 'bsfAccRating': 11.4767065, 'bsfTechRating': 7.022294, 'bsfStars': 10.894655}",ExpertPlus,Tech,7.8627453,4.874353,9.41341,5.9902134
6825,32eb5xxxx71,32eb5,https://eu.cdn.beatsaver.com/151b313aab48514cf287430965a3f9f809913389.jpg,https://cdn.assets.beatleader.xyz/songcover-32eb5xxxx-cover.jpg,Blue Dragon,,M2U,Pleo,128.0,122,4.5731363,2.5995388,6.630723,2.8572962,"{'id': 299819, 'ssPredictedAcc': 0.9863991, 'ssPassRating': 2.0429146, 'ssAccRating': 6.0543914, 'ssTechRating': 2.4363415, 'ssStars': 3.9515467, 'fsPredictedAcc': 0.98295385, 'fsPassRating': 3.3662908, 'fsAccRating': 7.406616, 'fsTechRating': 3.3220317, 'fsStars': 5.428845, 'sfPredictedAcc': 0.9798205, 'sfPassRating': 4.5390997, 'sfAccRating': 8.552967, 'sfTechRating': 3.836877, 'sfStars': 6.7377768, 'bfsPredictedAcc': 0.9832643, 'bfsPassRating': 3.3246896, 'bfsAccRating': 7.2745695, 'bfsTechRating': 3.3116882, 'bfsStars': 5.3148856, 'bsfPredictedAcc': 0.9807067, 'bsfPassRating': 4.482525, 'bsfAccRating': 8.23293, 'bsfTechRating': 3.8302054, 'bsfStars': 6.4634967}",Expert,Accuracy,4.5731363,2.5995388,6.630723,2.8572962
6827,32eb5xxxx91,32eb5,https://eu.cdn.beatsaver.com/151b313aab48514cf287430965a3f9f809913389.jpg,https://cdn.assets.beatleader.xyz/songcover-32eb5xxxx-cover.jpg,Blue Dragon,,M2U,Pleo,128.0,122,8.267601,3.5469275,10.282528,6.5105515,"{'id': 299804, 'ssPredictedAcc': 0.9765873, 'ssPassRating': 2.8036103, 'ssAccRating': 9.640661, 'ssTechRating': 5.7056303, 'ssStars': 7.3868504, 'fsPredictedAcc': 0.9718227, 'fsPassRating': 4.5614514, 'fsAccRating': 11.014034, 'fsTechRating': 7.329736, 'fsStars': 9.33588, 'sfPredictedAcc': 0.96770036, 'sfPassRating': 6.09633, 'sfAccRating': 11.959561, 'sfTechRating': 8.141881, 'sfStars': 10.80164, 'bfsPredictedAcc': 0.9720514, 'bfsPassRating': 4.357755, 'bfsAccRating': 10.957367, 'bfsTechRating': 7.32767, 'bfsStars': 9.2221575, 'bsfPredictedAcc': 0.9685882, 'bsfPassRating': 5.8681593, 'bsfAccRating': 11.768388, 'bsfTechRating': 8.238469, 'bsfStars': 10.569342}",ExpertPlus,Tech,8.267601,3.5469275,10.282528,6.5105515
6830,38bddxx71,38bdd,https://cdn.beatsaver.com/006473f5f8e66058238f9abf1d1eea3333d6eb59.jpg,https://cdn.assets.beatleader.xyz/songcover-38bddxx-cover.jpg,Blue Bird,feat. YonKaGor,ivycomb & Moka,"Darkrealm7, ItsNoot3rch",130.0,246,3.4354348,1.4273968,5.7099166,1.5690411,"{'id': 1154004, 'ssPredictedAcc': 0.9883507, 'ssPassRating': 1.0979759, 'ssAccRating': 5.320718, 'ssTechRating': 1.2707266, 'ssStars': 3.0434682, 'fsPredictedAcc': 0.9857489, 'fsPassRating': 1.8969468, 'fsAccRating': 6.3176847, 'fsTechRating': 1.9409688, 'fsStars': 4.036936, 'sfPredictedAcc': 0.98302746, 'sfPassRating': 2.7510304, 'sfAccRating': 7.3748736, 'sfTechRating': 2.5216293, 'sfStars': 5.12528, 'bfsPredictedAcc': 0.98621845, 'bfsPassRating': 1.8969468, 'bfsAccRating': 6.1253247, 'bfsTechRating': 1.9409688, 'bfsStars': 3.8996735, 'bsfPredictedAcc': 0.98437315, 'bsfPassRating': 2.6452217, 'bsfAccRating': 6.8391213, 'bsfTechRating': 2.4246435, 'bsfStars': 4.6819696}",Expert,Accuracy,3.4354348,1.4273968,5.7099166,1.5690411
